id,first_name,last_name,age,gender,birth_year,marital_status,education_level,employment_status,occupation,annual_income,household_size,location,full_address,phone_number,email,temperament_type,temperament_description,temperament_traits,country,locale
1f948b5b,Catherine,King,81,Female,1945,Single,Associate degree,Homemaker,,42962,2,Lake Ronald,"185 Daisy Terrace, Andersonville, DG5 6AW",+44(0)28 9018803,shannonwhite@example.com,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
af81e6f4,Wayne,Chambers,34,Male,1992,Divorced,Master's degree,Employed full-time,Immigration officer,77032,3,North Margaret,"835 Rose Road, East Judith, SM9Y 3AL",+44(0)116 496 0233,foxjeremy@example.com,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
d1b23762,Lee,White,27,Male,1999,Single,Bachelor's degree,Unemployed,,9257,1,New Zoefurt,"359 Georgina Grove, West Carl, E5 3BN",+441134960231,bakergerard@example.org,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
2e916cb0,Rebecca,Howell,62,Female,1964,Married,"Some college, no degree",Employed part-time,"Designer, interior/spatial",38245,1,Port John,"175 Church Gardens, Margaretmouth, S6 4LJ",+44(0)1414960476,kgardner@example.com,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
9274a4e1,Andrew,Burke,42,Male,1984,Married,Master's degree,Employed full-time,Fitness centre manager,118338,1,North Julieview,"655 Law Close, West Aaronfurt, CH90 8LP",(0808) 157 0686,wberry@example.net,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
745dea64,Jodie,Smith,56,Female,1970,Married,"Some college, no degree",Employed full-time,"Clinical scientist, histocompatibility and immunogenetics",45713,2,Phillipsstad,"605 Elizabeth Street, New Bruceberg, B7B 5JD",(0141)4960933,joannecartwright@example.net,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
d3ef708b,Mohammed,Hewitt,53,Male,1973,Divorced,"Some college, no degree",Employed full-time,Barrister's clerk,50978,1,East Shannon,"863 Ward Terrace, South Maureentown, DD9 3DG",+44(0)118 4960965,max54@example.com,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
6777cfbb,Timothy,Francis,59,Male,1967,Divorced,Master's degree,Employed full-time,Chartered public finance accountant,68015,2,East Danielletown,"473 Moore Street, South Sarachester, W24 8WX",+44289018032,oliver37@example.com,Aggressive,"Quick to anger, confrontational","assertive, forceful, competitive",United Kingdom,en_GB
df2a568f,Beverley,Bell,32,Female,1994,Married,Associate degree,Employed full-time,"Solicitor, Scotland",50097,3,Iainbury,"129 Third Square, Graemeborough, SR47 0UT",(0118) 496 0800,dylan62@example.net,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
6c14e6e1,Bryan,Davies,37,Male,1989,Single,Associate degree,Employed full-time,Tax adviser,74999,2,Lake Paige,"640 Norton Square, Vanessatown, KT3A 2XU",+44(0)161 4960402,leigh52@example.net,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
a0313a79,Kate,Hale,44,Female,1982,Married,Bachelor's degree,Employed full-time,"Engineer, manufacturing systems",85623,3,West Elizabethborough,"843 Lake Close, South Derek, L2 7UN",+44(0)2074960567,simpsoniain@example.net,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
f03ce09d,Molly,Goodwin,36,Female,1990,Single,Bachelor's degree,Disabled,,73477,4,Connorton,"278 Maple Square, Brettburgh, G3T 7HA",0117 496 0976,dobsondylan@example.org,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
8d5cf084,Emily,Morris,57,Female,1969,Married,Associate degree,Employed full-time,Research scientist (maths),50456,2,West Tony,"122 Third Close, Alisonborough, S15 7YN",029 2018402,gerald68@example.org,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
319eb388,Bradley,Mitchell,44,Male,1982,Divorced,Less than high school,Disabled,,33832,1,North Catherine,"800 West Road, Abbieville, BH7M 3XD",01174960180,joseph09@example.org,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
0c2f7262,Tracey,Hayward,25,Female,2001,Single,Bachelor's degree,Employed part-time,Trading standards officer,35653,4,West Ianport,"155 Amy Gardens, West Joshuabury, N97 2QF",01134960164,hcook@example.org,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
aecb795e,Jenna,Holt,37,Female,1989,Single,Bachelor's degree,Employed full-time,"Librarian, public",103131,1,Edwardsshire,"727 Church Gardens, West Janiceland, NW3 7FH",03069990035,ffletcher@example.com,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
358c3838,Sandra,Briggs,31,Female,1995,Single,High school diploma/GED,Employed full-time,"Programmer, applications",59612,1,West Debra,"677 Georgina Grove, Hewitttown, G28 2HD",+44(0)161 496 0509,stevenwood@example.org,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
b4ead2d3,Toby,Murphy,74,Male,1952,Married,Associate degree,Retired,,42975,2,West Pauline,"458 Green Street, Lake Robert, RH6 1QT",0292018815,leighgoddard@example.net,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
b65bbdf7,Leigh,Andrews,51,Male,1975,Divorced,Doctoral degree,Unemployed,,6166,2,West Raymond,"176 West Road, Colemanbury, SE31 7ZY",(0121)4960722,bmorrison@example.com,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
60984148,Jack,French,95,Male,1931,Married,Master's degree,Retired,,21852,2,Simonview,"260 Law Close, New Sam, LU52 1BX",(0161) 496 0062,hbradley@example.com,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
2b6bf322,Fiona,Naylor,29,Female,1997,Single,"Some college, no degree",Employed full-time,Clothing/textile technologist,57686,1,Jayneport,"987 Park Road, New Glenchester, KY8 7SU",+44131 4960035,jkaur@example.net,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
e0493df9,Liam,Marsh,58,Male,1968,Married,Bachelor's degree,Employed full-time,Marine scientist,82177,1,Hicksberg,"349 Lake Close, Dianaville, L9 7TD",+44289018633,annette29@example.net,Aggressive,"Quick to anger, confrontational","assertive, forceful, competitive",United Kingdom,en_GB
5a1f2c1c,Carolyn,Daly,68,Female,1958,Divorced,High school diploma/GED,Retired,,35700,1,North Matthew,"666 Lake Close, North Douglas, WV8 4XN",(0117) 496 0081,ryan67@example.com,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
6b498317,Allan,Fletcher,51,Male,1975,Married,Bachelor's degree,Employed full-time,Licensed conveyancer,106929,2,Port Christopher,"842 Third Close, Richardsonport, TA9 9QX",03069990776,mnewton@example.com,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
3d51f549,Elaine,Kemp,82,Female,1944,Single,High school diploma/GED,Retired,,54957,1,Port Leighmouth,"194 Third Square, Carlstad, OX7 7PG",0141 496 0135,jasmine45@example.com,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
37cedc7c,Dale,Williams,30,Male,1996,Married,Associate degree,Employed full-time,Careers adviser,71013,2,Kylebury,"480 West Road, New Alexandrabury, G1 2UJ",(0161) 4960350,qwilson@example.net,Aggressive,"Quick to anger, confrontational","assertive, forceful, competitive",United Kingdom,en_GB
515dc860,Clifford,Coles,60,Male,1966,Divorced,Associate degree,Employed part-time,"Psychologist, occupational",39816,3,Jakebury,"710 Hill Terrace, Lake Ianfurt, OL0 7ZH",+44(0)1174960108,nicholsonbrenda@example.org,Patient,"Tolerant, slow to anger","tolerant, understanding, gentle",United Kingdom,en_GB
a5011d38,Samuel,Fisher,90,Male,1936,Married,"Some college, no degree",Employed part-time,Nutritional therapist,39898,2,Lake Gregory,"147 Ian Close, Henryshire, M0G 0YU",+44(0)1414960136,irobertson@example.net,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
b5ba4527,Harriet,Stewart,97,Female,1929,Widowed,"Some college, no degree",Retired,,38757,2,Lake Michelleport,"987 Church Gardens, Lake Lindafort, IP09 7QT",(0115) 4960810,dale46@example.net,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
18ee7aa4,Marie,Lee,29,Female,1997,Single,Bachelor's degree,Employed full-time,Bonds trader,48517,2,West Leonberg,"224 West Road, Ballside, SS6M 5DA",(0808) 157 0356,stephensangela@example.org,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
55781991,Gail,Davies,62,Female,1964,Single,Associate degree,Employed full-time,Chemical engineer,40941,3,Mathewborough,"468 West Street, South Mandyburgh, S2B 5RR",(0191)4960859,morrisondylan@example.net,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
e156cc74,Charles,Jones,62,Male,1964,Widowed,"Some college, no degree",Disabled,,29160,1,North Dominic,"728 East Road, North Hugh, L1U 4AE",(01632) 960448,hannahstephens@example.org,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
cf496b6c,Francis,Stokes,51,Male,1975,Single,"Some college, no degree",Employed full-time,"Journalist, magazine",58888,2,Port Conor,"832 Norton Square, Sandersstad, G8 2DG",+44306 9990640,judithwilliams@example.org,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
ac17840c,Suzanne,Austin,57,Female,1969,Divorced,Bachelor's degree,Employed full-time,Ambulance person,62079,2,Reeceville,"125 Hill Terrace, Masonfort, DG0 6BX",01414960614,ashley28@example.net,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
c129dd1b,Alison,Robinson,62,Female,1964,Married,High school diploma/GED,Employed full-time,Interior and spatial designer,28465,1,Jonesville,"250 Moore Street, Coatesport, B4 4SS",(0116)4960728,sharonfield@example.com,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
fd13213b,Joshua,Hayes,25,Male,2001,Married,"Some college, no degree",Employed full-time,Accommodation manager,39202,1,Jacobburgh,"457 School Terrace, Stanleyville, W0D 3FG",+44121 496 0389,tosborne@example.org,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
5c7d801a,Jeremy,Turner,28,Male,1998,Married,High school diploma/GED,Employed full-time,Consulting civil engineer,25692,1,North Janicemouth,"764 Lake Close, Fryberg, G74 9UG",(0191) 496 0796,hazelstanley@example.org,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
456c579a,Patrick,Norman,72,Male,1954,Widowed,High school diploma/GED,Retired,,59962,3,East Steven,"232 Lake Crescent, Kingmouth, NE2 2GG",+441632960591,hawkinsvincent@example.net,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
367264e1,Glenn,Chadwick,41,Male,1985,Married,High school diploma/GED,Employed full-time,Farm manager,34579,2,Palmerhaven,"761 Rice Close, West Amberport, CF5H 0PW",020 7946 0207,clive97@example.net,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
6be9968a,Roger,Fuller,38,Male,1988,Married,Master's degree,Employed full-time,Ecologist,98119,4,West Hazel,"251 Third Close, Lukebury, DA7 9LP",0113 496 0205,abbiecoleman@example.org,Ambitious,"Driven, goal-oriented","motivated, determined, focused",United Kingdom,en_GB
2de623f2,Alex,Williams,69,Male,1957,Married,Less than high school,Retired,,48124,2,Lake Tobystad,"33 Green Street, West Dianeberg, HP0X 2BT",0115 4960266,lauraoneill@example.net,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
21ba7572,Phillip,Ward,25,Male,2001,Married,Master's degree,Self-employed,,99847,2,West Stevenburgh,"995 Fourth Lane, New Marcus, AB47 9QL",(0113) 4960702,janiceharper@example.org,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
6247021b,Charlotte,Marshall,27,Female,1999,Married,Professional degree,Employed full-time,"Pharmacist, hospital",128067,1,East Chloeview,"846 Rose Road, Brownhaven, HX3B 9JH",+44(0)114 496 0287,bthomas@example.net,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
e666ff8f,Amelia,Cox,64,Female,1962,Married,Bachelor's degree,Employed part-time,Neurosurgeon,19652,2,North Iain,"268 West Road, Lake Judith, W68 3DS",(0117)4960039,oedwards@example.com,Patient,"Tolerant, slow to anger","tolerant, understanding, gentle",United Kingdom,en_GB
abcbcb1d,Colin,Palmer,26,Male,2000,Married,Less than high school,Employed full-time,Operations geologist,34776,1,Parsonstown,"170 Sanders Square, Port Peter, EN0P 7GW",+44(0)28 9018 0197,clare75@example.org,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
4427e066,Nicholas,Lewis,45,Male,1981,Married,Bachelor's degree,Homemaker,,79261,4,New Garryshire,"921 Ian Close, East Maurice, M4F 0WR",0141 4960144,uhussain@example.net,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
19c81f47,Glen,Rhodes,30,Male,1996,Married,High school diploma/GED,Unemployed,,13704,3,Hughfurt,"369 Philip Crescent, Grahamchester, PR36 1AH",+449098790846,alanbrooks@example.org,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
704be2c7,Callum,Cox,23,Male,2003,Single,High school diploma/GED,Unemployed,,10398,2,East Bethanport,"150 Lake Crescent, Turnermouth, B5B 6WP",(020) 7496 0080,ssmith@example.org,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
0bf49c8e,Robin,McLean,65,Male,1961,Married,Bachelor's degree,Retired,,33987,2,Port Jake,"458 Patrick Gardens, West Carolynfurt, WD7 9RE",+44(0)115 4960513,rwilliamson@example.com,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
bba63cab,Maria,Quinn,32,Female,1994,Married,"Some college, no degree",Employed full-time,Food technologist,57375,1,Julianmouth,"202 Park Road, Sullivanburgh, TN38 1BG",(0114) 4960729,lewis58@example.org,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
1b8f4cb1,Louise,Pollard,25,Female,2001,Married,Bachelor's degree,Disabled,,47489,3,East Katie,"695 Church Gardens, Whitemouth, S47 1LT",+44(0)1314960404,ihawkins@example.com,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
3e826c88,Harry,Butcher,57,Male,1969,Married,Bachelor's degree,Employed full-time,"Engineer, broadcasting (operations)",82078,1,Marilynton,"957 Fourth Lane, Rhyschester, G3 8FW",01414960252,woodchelsea@example.org,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
d9cde925,Katy,Mason,22,Female,2004,Single,Less than high school,Employed full-time,Drilling engineer,16010,1,South Graeme,"232 Lydia Street, East Amy, TN47 5XN",01632 960540,jcurtis@example.net,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
ef511a1c,Richard,Hughes,83,Male,1943,Married,High school diploma/GED,Retired,,36625,2,Greenland,"964 School Terrace, Port Owenside, B45 8TY",+44(0)1414960339,xedwards@example.com,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
b28a75fc,Tracey,Lynch,39,Female,1987,Married,Bachelor's degree,Employed full-time,Intelligence analyst,56455,4,Port Thomasshire,"407 Rose Road, Sarahborough, SN21 0TN",+44161 496 0972,anthonymitchell@example.net,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
4f8a04e3,Maria,Davis,23,Female,2003,Married,Less than high school,Employed full-time,Dance movement psychotherapist,18650,2,Deanstad,"369 Mohammed Avenue, New Molly, G9 1XE",(028) 9018 0042,ann26@example.com,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
135f8f06,Dorothy,Bradley,61,Female,1965,Married,High school diploma/GED,Employed full-time,"Optician, dispensing",33101,2,Neilville,"757 Fourth Lane, Lewisborough, NG8 7HN",(0306)9990861,hwright@example.com,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
78c34d26,Dean,Hopkins,91,Male,1935,Married,High school diploma/GED,Retired,,29142,1,Dunnshire,"545 School Terrace, Barberview, BL70 0XE",0161 496 0623,peterrussell@example.org,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
ac1c629a,Craig,Richardson,39,Male,1987,Single,Associate degree,Employed full-time,Geochemist,72486,5,East Kate,"279 Patrick Gardens, Jasonfort, WN3 7SB",0909 8790758,kayleighbenson@example.com,Patient,"Tolerant, slow to anger","tolerant, understanding, gentle",United Kingdom,en_GB
3c5bf481,Sam,Mann,35,Male,1991,Single,Associate degree,Homemaker,,77097,1,South Stewart,"973 Church Crescent, West Leon, B0H 0GB",(0306)9990836,ingramcarl@example.net,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
f6b192d2,Hayley,Smith,97,Female,1929,Divorced,Associate degree,Retired,,29030,1,Howarthville,"863 Law Close, Clareland, TQ8M 0RS",+441184960325,davisconnor@example.net,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
ace54f44,Tom,Wright,51,Male,1975,Divorced,High school diploma/GED,Employed full-time,Print production planner,38701,2,South Douglas,"545 East Terrace, West Trevor, DY0 6XX",+44121 496 0217,sylviapearce@example.org,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
dd860bc7,Justin,Little,66,Male,1960,Single,Associate degree,Employed full-time,Theatre director,49682,1,Lake Royborough,"604 North Square, West Douglastown, W54 3XW",020 74960384,walkerashley@example.com,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
d53f0cb4,Jenna,Flynn,27,Female,1999,Domestic partnership,High school diploma/GED,Employed full-time,IT technical support officer,43335,3,Hillland,"973 Fifth Avenue, Marychester, NP5 9AL",+44(0)115 4960909,martynbaker@example.com,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
d5abdf82,Andrea,Jones,51,Female,1975,Single,Bachelor's degree,Employed full-time,Educational psychologist,73651,2,Woodland,"79 South Crescent, Simpsonborough, B29 6LS",(020)74960367,berrymargaret@example.org,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
454d8cb8,Garry,Allen,94,Male,1932,Single,Associate degree,Retired,,41125,3,Barnettchester,"63 Williams Square, North Jennifer, M7W 6HH",+44141 496 0735,atkinsmarion@example.com,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
c59e5fd1,Josh,Burgess,69,Male,1957,Married,"Some college, no degree",Retired,,38157,2,New Molly,"733 Moore Street, Powellside, NE9 5EA",(0909) 879 0365,gemma18@example.org,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
3393a06f,Heather,Bailey,53,Female,1973,Married,Associate degree,Employed part-time,"Education officer, community",29878,3,Russellport,"927 Kennedy Lane, Port Norman, TQ2 8QT",+44(0)131 4960912,crossgerard@example.com,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
b856ef5a,Thomas,Dixon,70,Male,1956,Married,Bachelor's degree,Retired,,52313,1,Matthewmouth,"326 Kirsty Grove, New Donaldton, M94 1YZ",0115 496 0012,owenskate@example.net,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
6186c45a,Aimee,Barlow,30,Female,1996,Married,Associate degree,Employed full-time,Careers information officer,53612,3,Barryville,"353 Elizabeth Street, New Josephinebury, N1 2PF",+443069990549,kathleen14@example.org,Patient,"Tolerant, slow to anger","tolerant, understanding, gentle",United Kingdom,en_GB
4fd55bb3,Megan,Smith,40,Female,1986,Married,High school diploma/GED,Employed full-time,"Surveyor, hydrographic",30630,5,Marianfurt,"86 Law Close, Jadehaven, M7U 4QH",(0131)4960587,kevans@example.com,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
9c8aa940,Zoe,Murphy,44,Female,1982,Single,Bachelor's degree,Employed part-time,Rural practice surveyor,27552,3,Hewittport,"642 Deborah Square, Huntbury, BH1A 5PR",+44(0)118 4960057,ashleighashton@example.com,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
ade18e9d,Kayleigh,Smith,63,Female,1963,Married,Bachelor's degree,Employed full-time,Radiation protection practitioner,75300,1,Douglasside,"201 Lake Crescent, Newtonmouth, TQ0 2NQ",+44113 4960437,martynallen@example.com,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
07b5e703,Stephanie,Begum,45,Female,1981,Single,Bachelor's degree,Employed part-time,Psychotherapist,36609,4,South Eileen,"241 Philip Crescent, Fisherside, E62 3DL",+44(0)1632 960917,jane07@example.net,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
99e796f1,Damian,Shaw,54,Male,1972,Married,Master's degree,Self-employed,,117747,1,Davidport,"303 Amy Gardens, Jamesville, CA70 9UJ",+44(0)9098790241,charlene44@example.net,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
934ab65c,Leigh,Shepherd,87,Male,1939,Married,Associate degree,Employed full-time,IT consultant,47750,3,North Wendyside,"72 Church Crescent, Charlenechester, W7W 1XW",(0191) 496 0051,smithcarolyn@example.net,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
72fb7fa2,Helen,Hutchinson,41,Female,1985,Married,Bachelor's degree,Employed full-time,Dramatherapist,82019,1,Dannyport,"693 Daisy Terrace, New Geraldchester, G0 1GB",(0113)4960457,melanie21@example.com,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
a752a1cb,Iain,Mills,50,Male,1976,Single,"Some college, no degree",Disabled,,42846,1,Lydiamouth,"178 Reynolds Lane, West Kerryhaven, M5 7SU",+44(0)113 496 0178,parryhenry@example.org,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
8a02d7f0,Guy,Cooper,41,Male,1985,Married,High school diploma/GED,Employed full-time,"Administrator, sports",51305,2,Pateltown,"335 Ward Terrace, Kimmouth, TA48 7UP",+441632 960905,morganjames@example.org,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
62bb5b08,Glen,Jones,46,Male,1980,Divorced,"Some college, no degree",Homemaker,,47690,2,East Normantown,"966 Lake Crescent, Hooperburgh, WR7 1LG",(0115)4960998,burtonjoseph@example.org,Laid-back,"Relaxed, goes with the flow","relaxed, easygoing, flexible",United Kingdom,en_GB
b8016b57,Patricia,Hutchinson,47,Female,1979,Single,"Some college, no degree",Self-employed,,48411,1,East Darrenville,"216 Kirsty Grove, Davidmouth, BB6 6LR",(0306) 9990737,hhawkins@example.net,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
1b3d6367,Jack,Adams,57,Male,1969,Married,Associate degree,Unemployed,,12068,1,Hollyborough,"104 Park Road, South Georgeborough, TF6 5ED",(0114) 4960162,sharonedwards@example.org,Calm,"Even-tempered, rarely shows strong emotions","peaceful, composed, steady",United Kingdom,en_GB
e53b0c92,Patrick,Johnson,40,Male,1986,Married,Associate degree,Employed full-time,Furniture designer,38580,3,Howardmouth,"231 North Square, Malcolmville, YO05 0YN",(0131) 496 0915,oherbert@example.org,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
7c94d727,Stanley,Hall,34,Male,1992,Married,Bachelor's degree,Employed full-time,"Designer, ceramics/pottery",107194,5,South Denisstad,"492 Green Street, New Leetown, RG7 3EL",(0306)9990215,oliviawaters@example.net,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
20b1dc41,Henry,Clarke,72,Male,1954,Married,Associate degree,Disabled,,42498,2,Evansfurt,"535 Kennedy Lane, Denistown, B9K 6EA",+44115 496 0640,robinrobinson@example.org,Optimistic,"Generally positive outlook, sees the good in situations","positive, hopeful, cheerful",United Kingdom,en_GB
ff4cfa29,Hollie,Johnson,75,Female,1951,Widowed,High school diploma/GED,Employed full-time,Community development worker,40985,1,Arthurtown,"404 Third Close, West Kenneth, CF33 1UW",+44(0)151 496 0045,znorris@example.org,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
fd2c3e6f,Shaun,Jones,35,Male,1991,Married,Bachelor's degree,Employed full-time,Amenity horticulturist,102373,3,East Lindaport,"362 West Grove, New Aaronhaven, RM9 9XW",(0115) 4960107,molly40@example.com,Analytical,"Logical, thinks things through carefully","logical, methodical, rational",United Kingdom,en_GB
4d7e4e95,Kelly,Scott,96,Female,1930,Widowed,Associate degree,Retired,,57467,2,West Lorraine,"529 Forest Close, Bradshawville, N35 3RW",+44808 157 0254,chloe87@example.com,Anxious,Prone to worry and nervousness,"worried, nervous, apprehensive",United Kingdom,en_GB
03423d23,Billy,Bailey,27,Male,1999,Married,"Some college, no degree",Employed full-time,Fast food restaurant manager,38632,3,New Charlie,"636 East Road, Wilsonhaven, LE62 1YY",029 2018858,suzannesutton@example.org,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
3577c047,Billy,Long,99,Male,1927,Married,Associate degree,Retired,,24220,2,Kingbury,"979 North Square, Daviesburgh, GY1H 1SJ",+44(0)141 496 0976,tsharpe@example.org,Reserved,"Quiet, prefers solitude or small groups","introverted, quiet, private",United Kingdom,en_GB
6fa22aca,Carole,Hughes,40,Female,1986,Married,Master's degree,Employed full-time,Control and instrumentation engineer,88887,2,Gillberg,"25 West Road, Aliton, E5 1UQ",+441154960638,denisstephenson@example.com,Pessimistic,"Tends to focus on negative aspects, expects the worst","negative, doubtful, cynical",United Kingdom,en_GB
a249e505,Natasha,Carter,50,Female,1976,Single,Bachelor's degree,Employed full-time,"Horticulturist, amenity",52971,1,Wrightfurt,"574 Mohammed Avenue, Lake Bryanshire, M38 4UJ",029 2018010,bethany06@example.com,Outgoing,"Social, enjoys being around people","social, extroverted, friendly",United Kingdom,en_GB
a1ee71f0,Lewis,Bishop,41,Male,1985,Married,"Some college, no degree",Employed full-time,Comptroller,36594,1,New Maria,"238 Park Street, New Bruceton, W6B 3UR",0115 496 0915,thomasowen@example.net,Impulsive,"Acts on instinct, makes quick decisions","spontaneous, instinctive, reactive",United Kingdom,en_GB
9b0a6505,Wendy,Dennis,49,Female,1977,Married,High school diploma/GED,Disabled,,29951,3,Grahamside,"170 Norton Square, Deanberg, CO59 9JA",+44(0)131 496 0459,anthony50@example.net,Patient,"Tolerant, slow to anger","tolerant, understanding, gentle",United Kingdom,en_GB
